timestamp,pid,task,method,sequence,trajectory1index,trajectory1rank,trajectory2index,trajectory2rank,trajectory3index,trajectory3rank
1721940138.792734,0,blossom,CMA-ES,0,1188,0,829,1,1252,2
1721940143.5609815,0,blossom,CMA-ES,1,125,0,242,1,17,2
1721940177.283477,0,blossom,CMA-ES,2,1072,0,1070,1,326,2
1722027952.3130708,0,blossom,CMA-ES-IG,0,444,0,829,1,759,2
1722027957.449806,0,blossom,CMA-ES-IG,1,976,0,1089,1,892,2
1722028178.431653,0,blossom,CMA-ES-IG,2,291,0,504,1,603,2
1722028186.1366944,0,blossom,CMA-ES-IG,3,555,0,603,1,1316,2
1722361512.5989578,0,blossom,CMA-ES-IG,0,658,0,722,1,1444,2
1722361537.3033555,0,blossom,CMA-ES-IG,1,458,0,1042,1,413,2
1722361563.2639525,0,blossom,CMA-ES-IG,2,413,0,349,1,945,2
1722362704.9976213,0,blossom,CMA-ES-IG,0,844,0,939,1,578,2
